"ACTIVITY" "PERSON" "AVERAGE"
"25433" "WALKING_UPSTAIRS" 23 -0.1366636
"25434" "WALKING_UPSTAIRS" 23 0.5189222
"25435" "WALKING_UPSTAIRS" 23 0.1074779
"25436" "WALKING_UPSTAIRS" 23 0.2282236
"25437" "WALKING_UPSTAIRS" 23 0.05097343
"25438" "WALKING_UPSTAIRS" 23 0.3067573
"25439" "WALKING_UPSTAIRS" 23 0.1768914
"25440" "WALKING_UPSTAIRS" 23 -0.02922204
"25441" "WALKING_UPSTAIRS" 23 -0.4706574
"25442" "WALKING_UPSTAIRS" 23 0.04894763
"25443" "WALKING_UPSTAIRS" 23 0.2335937
"25444" "WALKING_UPSTAIRS" 23 0.3601558
"25445" "WALKING_UPSTAIRS" 23 0.377582
"25446" "WALKING_UPSTAIRS" 23 0.1457987
"25447" "WALKING_UPSTAIRS" 23 0.5657082
"25448" "WALKING_UPSTAIRS" 23 -0.02547011
"25449" "WALKING_UPSTAIRS" 23 -0.0196656
"25450" "WALKING_UPSTAIRS" 23 0.06081087
"25451" "WALKING_UPSTAIRS" 23 0.5358318
"25452" "WALKING_UPSTAIRS" 23 -0.3832894
"25453" "WALKING_UPSTAIRS" 23 0.3182463
"25454" "WALKING_UPSTAIRS" 23 0.1854716
"25455" "WALKING_UPSTAIRS" 23 0.6893995
"25456" "WALKING_UPSTAIRS" 23 -0.2133417
"25457" "WALKING_UPSTAIRS" 23 -0.02216905
"25458" "WALKING_UPSTAIRS" 23 -0.453518
"25459" "WALKING_UPSTAIRS" 23 0.4702
"25460" "WALKING_UPSTAIRS" 23 0.3456312
"25461" "WALKING_UPSTAIRS" 23 0.01340178
"25462" "WALKING_UPSTAIRS" 23 -0.2339753
"25463" "WALKING_UPSTAIRS" 23 -0.0540438
"25464" "WALKING_UPSTAIRS" 23 -0.1087662
"25465" "WALKING_UPSTAIRS" 23 0.403727
"25466" "WALKING_UPSTAIRS" 23 0.03451556
"25467" "WALKING_UPSTAIRS" 23 -0.05141301
"25468" "WALKING_UPSTAIRS" 23 -0.3182386
"25469" "WALKING_UPSTAIRS" 23 -0.230296
"25470" "WALKING_UPSTAIRS" 23 -0.2150127
"25471" "WALKING_UPSTAIRS" 23 -0.1131627
"25472" "WALKING_UPSTAIRS" 23 -0.4391972
"25473" "WALKING_UPSTAIRS" 23 -0.09556353
"25474" "WALKING_UPSTAIRS" 23 -0.5035976
"25475" "WALKING_UPSTAIRS" 23 -0.1682742
"25476" "WALKING_UPSTAIRS" 23 -0.4621799
"25477" "WALKING_UPSTAIRS" 23 -0.2121252
"25478" "WALKING_UPSTAIRS" 23 -0.05349154
"25479" "WALKING_UPSTAIRS" 23 -0.3442281
"25480" "WALKING_UPSTAIRS" 23 0.02227777
"25481" "WALKING_UPSTAIRS" 23 -0.228791
"25482" "WALKING_UPSTAIRS" 23 -0.1899949
"25483" "WALKING_UPSTAIRS" 23 0.8934967
"25484" "WALKING_UPSTAIRS" 23 0.6287738
"25485" "WALKING_UPSTAIRS" 23 0.3419538
"25486" "WALKING_UPSTAIRS" 23 -0.1752031
"25487" "WALKING_UPSTAIRS" 23 0.9082197
"25488" "WALKING_UPSTAIRS" 23 0.3280646
"25489" "WALKING_UPSTAIRS" 23 0.07672225
"25490" "WALKING_UPSTAIRS" 23 0.3905414
"25491" "WALKING_UPSTAIRS" 23 0.3120176
"25492" "WALKING_UPSTAIRS" 23 0.6645278
"25493" "WALKING_UPSTAIRS" 23 0.7139054
"25494" "WALKING_UPSTAIRS" 23 0.4790066
"25495" "WALKING_UPSTAIRS" 23 0.2598188
"25496" "WALKING_UPSTAIRS" 23 -0.2890848
"25497" "WALKING_UPSTAIRS" 23 0.4064847
"25498" "WALKING_UPSTAIRS" 23 0.214594
"25499" "WALKING_UPSTAIRS" 23 0.439885
"25500" "WALKING_UPSTAIRS" 23 0.5221198
"25501" "WALKING_UPSTAIRS" 23 0.3405048
"25502" "WALKING_UPSTAIRS" 23 0.7070052
"25503" "WALKING_UPSTAIRS" 23 0.2700872
"25504" "WALKING_UPSTAIRS" 23 0.002113519
"25505" "WALKING_UPSTAIRS" 23 -0.03632286
"25506" "WALKING_UPSTAIRS" 23 -0.5204847
"25507" "WALKING_UPSTAIRS" 23 -0.0207005
"25508" "WALKING_UPSTAIRS" 23 0.90907
"25509" "WALKING_UPSTAIRS" 23 0.36598
"25510" "WALKING_UPSTAIRS" 23 0.1992792
"25511" "WALKING_UPSTAIRS" 23 0.3229389
"25512" "WALKING_UPSTAIRS" 23 -0.1477488
"25513" "WALKING_UPSTAIRS" 23 0.3839466
"25514" "WALKING_UPSTAIRS" 23 0.03979506
"25515" "WALKING_UPSTAIRS" 23 0.2605909
"25516" "WALKING_UPSTAIRS" 23 0.6654566
"25517" "WALKING_UPSTAIRS" 23 0.3110709
"25518" "WALKING_UPSTAIRS" 23 0.1896389
"25519" "WALKING_UPSTAIRS" 23 0.3750498
"25520" "WALKING_UPSTAIRS" 23 0.7792178
"25521" "WALKING_UPSTAIRS" 23 0.177957
"25522" "WALKING_UPSTAIRS" 23 0.3709747
"25523" "WALKING_UPSTAIRS" 23 -0.3013187
"25524" "WALKING_UPSTAIRS" 23 0.417858
"25525" "WALKING_UPSTAIRS" 23 1.201629
"25526" "WALKING_UPSTAIRS" 23 0.5442181
"25527" "WALKING_UPSTAIRS" 23 0.5462507
"25528" "WALKING_UPSTAIRS" 23 0.3772194
"25529" "WALKING_UPSTAIRS" 23 0.4316551
"25530" "WALKING_UPSTAIRS" 23 -0.07246174
"25531" "WALKING_UPSTAIRS" 23 0.2780631
"25532" "WALKING_UPSTAIRS" 23 -0.006407826
"25533" "WALKING_UPSTAIRS" 23 -0.615384
"25534" "WALKING_UPSTAIRS" 23 0.1958696
"25535" "WALKING_UPSTAIRS" 23 -0.02982483
"25536" "WALKING_UPSTAIRS" 23 -0.2138642
"25537" "WALKING_UPSTAIRS" 23 -0.2830614
"25538" "WALKING_UPSTAIRS" 23 -0.223091
"25539" "WALKING_UPSTAIRS" 23 -0.3231964
"25540" "WALKING_UPSTAIRS" 23 -0.121046
"25541" "WALKING_UPSTAIRS" 23 -0.3505375
"25542" "WALKING_UPSTAIRS" 23 -0.2844618
"25543" "WALKING_UPSTAIRS" 23 -0.307889
"25544" "WALKING_UPSTAIRS" 23 -0.2978125
"25545" "WALKING_UPSTAIRS" 23 -0.5750796
"25546" "WALKING_UPSTAIRS" 23 -0.4192397
"25547" "WALKING_UPSTAIRS" 23 -0.3339188
"25548" "WALKING_UPSTAIRS" 23 -0.5214753
"25549" "WALKING_UPSTAIRS" 23 -0.346484
"25550" "WALKING_UPSTAIRS" 23 -0.2569777
"25551" "WALKING_UPSTAIRS" 23 -0.3028915
"25552" "WALKING_UPSTAIRS" 23 -0.2860411
"25553" "WALKING_UPSTAIRS" 23 -0.549205
"25554" "WALKING_UPSTAIRS" 23 -0.6969882
"25555" "WALKING_UPSTAIRS" 23 -0.2809901
"25556" "WALKING_UPSTAIRS" 23 -0.6467095
"25557" "WALKING_UPSTAIRS" 23 -0.4809722
"25558" "WALKING_UPSTAIRS" 23 -0.3095968
"25559" "WALKING_UPSTAIRS" 23 -0.1853161
"25560" "WALKING_UPSTAIRS" 23 -0.2836606
"25561" "WALKING_UPSTAIRS" 23 -0.1647559
"25562" "WALKING_UPSTAIRS" 23 -0.6997024
"25563" "WALKING_UPSTAIRS" 23 -0.5774106
"25564" "WALKING_UPSTAIRS" 23 -0.1825676
"25565" "WALKING_UPSTAIRS" 23 -0.2203823
"25566" "WALKING_UPSTAIRS" 23 -0.03147094
"25567" "WALKING_UPSTAIRS" 23 0.2127971
"25568" "WALKING_UPSTAIRS" 23 -0.2144079
"25569" "WALKING_UPSTAIRS" 23 -0.2289446
"25570" "WALKING_UPSTAIRS" 23 -0.1169765
"25571" "WALKING_UPSTAIRS" 23 -0.2710896
"25572" "WALKING_UPSTAIRS" 23 -0.294518
"25573" "WALKING_UPSTAIRS" 23 -0.1560177
"25574" "WALKING_UPSTAIRS" 23 -0.1760339
"25575" "WALKING_UPSTAIRS" 23 -0.3505485
"25576" "WALKING_UPSTAIRS" 23 -0.1566723
"25577" "WALKING_UPSTAIRS" 23 -0.2113029
"25578" "WALKING_UPSTAIRS" 23 -0.1228743
"25579" "WALKING_UPSTAIRS" 23 -0.1977155
"25580" "WALKING_UPSTAIRS" 23 0.06915061
"25581" "WALKING_UPSTAIRS" 23 -0.09167531
"25582" "WALKING_UPSTAIRS" 23 -0.182026
"25583" "WALKING_UPSTAIRS" 23 -0.258813
"25584" "WALKING_UPSTAIRS" 23 -0.02320898
"25585" "WALKING_UPSTAIRS" 23 0.3537604
"25586" "WALKING_UPSTAIRS" 23 0.07068636
"25587" "WALKING_UPSTAIRS" 23 -0.01219547
"25588" "WALKING_UPSTAIRS" 23 -0.09306333
"25589" "WALKING_UPSTAIRS" 23 -0.0150896
"25590" "WALKING_UPSTAIRS" 23 -0.1172374
"25591" "WALKING_UPSTAIRS" 23 0.1049836
"25592" "WALKING_UPSTAIRS" 23 -0.1426997
"25593" "WALKING_UPSTAIRS" 23 -0.03449903
"25594" "WALKING_UPSTAIRS" 23 -0.191263
"25595" "WALKING_UPSTAIRS" 23 -0.1546465
"25596" "WALKING_UPSTAIRS" 23 -0.3771405
"25597" "WALKING_UPSTAIRS" 23 -0.2418591
"25598" "WALKING_UPSTAIRS" 23 -0.1438419
"25599" "WALKING_UPSTAIRS" 23 -0.3237011
"25600" "WALKING_UPSTAIRS" 23 -0.1500926
"25601" "WALKING_UPSTAIRS" 23 -0.05749276
"25602" "WALKING_UPSTAIRS" 23 -0.268766
"25603" "WALKING_UPSTAIRS" 23 -0.1334742
"25604" "WALKING_UPSTAIRS" 23 -0.370657
"25605" "WALKING_UPSTAIRS" 23 -0.5192763
"25606" "WALKING_UPSTAIRS" 23 -0.07604689
"25607" "WALKING_UPSTAIRS" 23 -0.4145954
"25608" "WALKING_UPSTAIRS" 23 -0.2752208
"25609" "WALKING_UPSTAIRS" 23 -0.1235593
"25610" "WALKING_UPSTAIRS" 23 -0.07546351
"25611" "WALKING_UPSTAIRS" 23 -0.1225716
"25612" "WALKING_UPSTAIRS" 23 0.04768055
"25613" "WALKING_UPSTAIRS" 23 -0.4994137
"25614" "WALKING_UPSTAIRS" 23 -0.3776833
"25615" "WALKING_UPSTAIRS" 23 0.05278414
"25616" "WALKING_UPSTAIRS" 23 0.002956629
"25617" "WALKING_UPSTAIRS" 23 0.2201424
"25618" "WALKING_UPSTAIRS" 23 0.3338383
"25619" "WALKING_UPSTAIRS" 23 -0.08471064
"25620" "WALKING_UPSTAIRS" 23 -0.02353121
"25621" "WALKING_UPSTAIRS" 23 0.09058229
"25622" "WALKING_UPSTAIRS" 23 -0.05215112
"25623" "WALKING_UPSTAIRS" 23 -0.07381145
"25624" "WALKING_UPSTAIRS" 23 0.04793827
"25625" "WALKING_UPSTAIRS" 23 0.06264065
"25626" "WALKING_UPSTAIRS" 23 -0.1415755
"25627" "WALKING_UPSTAIRS" 23 -0.07425392
"25628" "WALKING_UPSTAIRS" 23 -0.07358029
"25629" "WALKING_UPSTAIRS" 23 0.06250673
"25630" "WALKING_UPSTAIRS" 23 -0.01983751
"25631" "WALKING_UPSTAIRS" 23 0.2935927
"25632" "WALKING_UPSTAIRS" 23 0.08663002
"25633" "WALKING_UPSTAIRS" 23 0.01714528
"25634" "WALKING_UPSTAIRS" 23 -0.0622568
"25635" "WALKING_UPSTAIRS" 23 0.1921855
"25636" "WALKING_UPSTAIRS" 23 -0.27972
"25637" "WALKING_UPSTAIRS" 23 -0.9430737
"25638" "WALKING_UPSTAIRS" 23 -0.4220231
"25639" "WALKING_UPSTAIRS" 23 -0.2020577
"25640" "WALKING_UPSTAIRS" 23 -0.7062732
"25641" "WALKING_UPSTAIRS" 23 -0.007617301
"25642" "WALKING_UPSTAIRS" 23 -0.0154355
"25643" "WALKING_UPSTAIRS" 23 0.2052614
"25644" "WALKING_UPSTAIRS" 23 0.7649504
"25645" "WALKING_UPSTAIRS" 23 -0.09276396
"25646" "WALKING_UPSTAIRS" 23 -0.2989989
"25647" "WALKING_UPSTAIRS" 23 -0.5122334
"25648" "WALKING_UPSTAIRS" 23 -1.171956
"25649" "WALKING_UPSTAIRS" 23 -0.2414566
"25650" "WALKING_UPSTAIRS" 23 -1.331433
"25651" "WALKING_UPSTAIRS" 23 0.05902435
"25652" "WALKING_UPSTAIRS" 23 -0.07891391
"25653" "WALKING_UPSTAIRS" 23 -0.2231383
"25654" "WALKING_UPSTAIRS" 23 -0.1259983
"25655" "WALKING_UPSTAIRS" 23 -0.9193834
"25656" "WALKING_UPSTAIRS" 23 -1.408432
"25657" "WALKING_UPSTAIRS" 23 -0.3685452
"25658" "WALKING_UPSTAIRS" 23 -0.5000237
"25659" "WALKING_UPSTAIRS" 23 -1.123388
"25660" "WALKING_UPSTAIRS" 23 -0.3463105
"25661" "WALKING_UPSTAIRS" 23 0.1007281
"25662" "WALKING_UPSTAIRS" 23 0.511125
"25663" "WALKING_UPSTAIRS" 23 -0.2157669
"25664" "WALKING_UPSTAIRS" 23 -1.083394
"25665" "WALKING_UPSTAIRS" 23 0.6145956
"25666" "WALKING_UPSTAIRS" 23 -0.5238512
"25667" "WALKING_UPSTAIRS" 23 0.3512012
"25668" "WALKING_UPSTAIRS" 23 0.1504682
"25669" "WALKING_UPSTAIRS" 23 -0.627622
"25670" "WALKING_UPSTAIRS" 23 -0.02247767
"25671" "WALKING_UPSTAIRS" 23 0.8329313
"25672" "WALKING_UPSTAIRS" 23 0.2748234
"25673" "WALKING_UPSTAIRS" 23 0.4286857
"25674" "WALKING_UPSTAIRS" 23 -0.07761311
"25675" "WALKING_UPSTAIRS" 23 0.07057956
"25676" "WALKING_UPSTAIRS" 23 0.4426981
"25677" "WALKING_UPSTAIRS" 23 0.4178512
"25678" "WALKING_UPSTAIRS" 23 0.9116352
"25679" "WALKING_UPSTAIRS" 23 0.7827084
"25680" "WALKING_UPSTAIRS" 23 0.5754581
"25681" "WALKING_UPSTAIRS" 23 0.3379304
"25682" "WALKING_UPSTAIRS" 23 0.5311231
"25683" "WALKING_UPSTAIRS" 23 0.06311611
"25684" "WALKING_UPSTAIRS" 23 -0.1614859
"25685" "WALKING_UPSTAIRS" 23 -0.36473
"25686" "WALKING_UPSTAIRS" 23 -0.2315488
"25687" "WALKING_UPSTAIRS" 23 0.1163983
"25688" "WALKING_UPSTAIRS" 23 -0.04842942
"25689" "WALKING_UPSTAIRS" 23 -0.7406258
"25690" "WALKING_UPSTAIRS" 23 -0.7227348
"25691" "WALKING_UPSTAIRS" 23 -0.5217634
"25692" "WALKING_UPSTAIRS" 23 -0.66123
"25693" "WALKING_UPSTAIRS" 23 -0.5671152
"25694" "WALKING_UPSTAIRS" 23 -0.57883
"25695" "WALKING_UPSTAIRS" 23 -0.4330123
"25696" "WALKING_UPSTAIRS" 23 -0.1670372
"25697" "WALKING_UPSTAIRS" 23 -0.1101884
"25698" "WALKING_UPSTAIRS" 23 -0.520987
"25699" "WALKING_UPSTAIRS" 23 -0.3534103
"25700" "WALKING_UPSTAIRS" 23 -0.3039918
"25701" "WALKING_UPSTAIRS" 23 -0.4742213
"25702" "WALKING_UPSTAIRS" 23 -0.2941419
"25703" "WALKING_UPSTAIRS" 23 -0.3549173
"25704" "WALKING_UPSTAIRS" 23 -0.2405494
"25705" "WALKING_UPSTAIRS" 23 -0.0174057
"25706" "WALKING_UPSTAIRS" 23 -0.4374303
"25707" "WALKING_UPSTAIRS" 23 -0.1897647
"25708" "WALKING_UPSTAIRS" 23 -0.2040926
"25709" "WALKING_UPSTAIRS" 23 -0.5027775
"25710" "WALKING_UPSTAIRS" 23 -0.3960693
"25711" "WALKING_UPSTAIRS" 23 -0.4663697
"25712" "WALKING_UPSTAIRS" 23 -0.5452287
"25713" "WALKING_UPSTAIRS" 23 -0.272708
"25714" "WALKING_UPSTAIRS" 23 -0.00372094
"25715" "WALKING_UPSTAIRS" 23 -0.2805603
"25716" "WALKING_UPSTAIRS" 23 -0.6200278
"25717" "WALKING_UPSTAIRS" 23 -0.3272587
"25718" "WALKING_UPSTAIRS" 23 -0.5160253
"25719" "WALKING_UPSTAIRS" 23 -0.2645542
"25720" "WALKING_UPSTAIRS" 23 -0.6904039
"25721" "WALKING_UPSTAIRS" 23 -0.7134498
"25722" "WALKING_UPSTAIRS" 23 -0.4651138
"25723" "WALKING_UPSTAIRS" 23 -0.3446909
"25724" "WALKING_UPSTAIRS" 23 -0.3579124
"25725" "WALKING_UPSTAIRS" 23 -0.003342914
"25726" "WALKING_UPSTAIRS" 23 -0.2661482
"25727" "WALKING_UPSTAIRS" 23 -0.1930078
"25728" "WALKING_UPSTAIRS" 23 -0.01094662
"25729" "WALKING_UPSTAIRS" 23 -0.2192628
"25730" "WALKING_UPSTAIRS" 23 -0.3981626
"25731" "WALKING_UPSTAIRS" 23 -0.315064
"25732" "WALKING_UPSTAIRS" 23 -0.3598258
"25733" "WALKING_UPSTAIRS" 23 -0.3344683
"25734" "WALKING_UPSTAIRS" 23 -0.2800809
"25735" "WALKING_UPSTAIRS" 23 -0.4716785
"25736" "WALKING_UPSTAIRS" 23 -0.3609671
"25737" "WALKING_UPSTAIRS" 23 -0.4336174
"25738" "WALKING_UPSTAIRS" 23 0.2929644
"25739" "WALKING_UPSTAIRS" 23 0.1359904
"25740" "WALKING_UPSTAIRS" 23 -0.4360643
"25741" "WALKING_UPSTAIRS" 23 -0.4253523
"25742" "WALKING_UPSTAIRS" 23 -0.2052896
"25743" "WALKING_UPSTAIRS" 23 -0.3342997
"25744" "WALKING_UPSTAIRS" 23 -0.235729
"25745" "WALKING_UPSTAIRS" 23 -0.2307119
"25746" "WALKING_UPSTAIRS" 23 -0.04280098
"25747" "WALKING_UPSTAIRS" 23 0.1288248
"25748" "WALKING_UPSTAIRS" 23 0.2190977
"25749" "WALKING_UPSTAIRS" 23 -0.1554498
"25750" "WALKING_UPSTAIRS" 23 0.01572081
"25751" "WALKING_UPSTAIRS" 23 0.05740043
"25752" "WALKING_UPSTAIRS" 23 -0.08007772
"25753" "WALKING_UPSTAIRS" 23 0.0704028
"25754" "WALKING_UPSTAIRS" 23 0.009611243
"25755" "WALKING_UPSTAIRS" 23 0.05878644
"25756" "WALKING_UPSTAIRS" 23 0.337534
"25757" "WALKING_UPSTAIRS" 23 -0.07439449
"25758" "WALKING_UPSTAIRS" 23 0.184639
"25759" "WALKING_UPSTAIRS" 23 0.1617744
"25760" "WALKING_UPSTAIRS" 23 -0.1178815
"25761" "WALKING_UPSTAIRS" 23 -0.02957671
"25762" "WALKING_UPSTAIRS" 23 -0.1097281
"25763" "WALKING_UPSTAIRS" 23 -0.268975
"25764" "WALKING_UPSTAIRS" 23 0.03014459
"25765" "WALKING_UPSTAIRS" 23 0.3309468
"25766" "WALKING_UPSTAIRS" 23 0.04269997
"25767" "WALKING_UPSTAIRS" 23 -0.2996521
"25768" "WALKING_UPSTAIRS" 23 0.06614387
"25769" "WALKING_UPSTAIRS" 23 -0.1294055
"25770" "WALKING_UPSTAIRS" 23 0.08836037
"25771" "WALKING_UPSTAIRS" 23 -0.3945243
"25772" "WALKING_UPSTAIRS" 23 -0.3864736
"25773" "WALKING_UPSTAIRS" 23 -0.07979036
"25774" "WALKING_UPSTAIRS" 23 0.04697689
"25775" "WALKING_UPSTAIRS" 23 0.0237312
"25776" "WALKING_UPSTAIRS" 23 0.4050082
"25777" "WALKING_UPSTAIRS" 23 0.1187737
"25778" "WALKING_UPSTAIRS" 23 0.1855894
"25779" "WALKING_UPSTAIRS" 23 0.3622295
"25780" "WALKING_UPSTAIRS" 23 0.07975928
"25781" "WALKING_UPSTAIRS" 23 -0.05752398
"25782" "WALKING_UPSTAIRS" 23 0.04866185
"25783" "WALKING_UPSTAIRS" 23 0.01591213
"25784" "WALKING_UPSTAIRS" 23 0.003262129
"25785" "WALKING_UPSTAIRS" 23 0.1032832
"25786" "WALKING_UPSTAIRS" 23 -0.09696219
"25787" "WALKING_UPSTAIRS" 23 0.006771631
"25788" "WALKING_UPSTAIRS" 23 -0.04998098
"25789" "WALKING_UPSTAIRS" 23 -0.1051097
"25790" "WALKING_UPSTAIRS" 23 0.1936948
"25791" "WALKING_UPSTAIRS" 23 0.1730548
"25792" "WALKING_UPSTAIRS" 23 0.5022267
"25793" "WALKING_UPSTAIRS" 23 0.3752992
"25794" "WALKING_UPSTAIRS" 23 0.35801
"25795" "WALKING_UPSTAIRS" 23 0.5658017
"25796" "WALKING_UPSTAIRS" 23 0.1832921
"25797" "WALKING_UPSTAIRS" 23 0.5556634
"25798" "WALKING_UPSTAIRS" 23 -0.05563723
"25799" "WALKING_UPSTAIRS" 23 -0.1282546
"25800" "WALKING_UPSTAIRS" 23 0.1997574
"25801" "WALKING_UPSTAIRS" 23 0.4737387
"25802" "WALKING_UPSTAIRS" 23 0.3162972
"25803" "WALKING_UPSTAIRS" 23 0.1564507
"25804" "WALKING_UPSTAIRS" 23 0.3548473
"25805" "WALKING_UPSTAIRS" 23 -0.6664715
"25806" "WALKING_UPSTAIRS" 23 0.2421454
"25807" "WALKING_UPSTAIRS" 23 -0.1753439
"25808" "WALKING_UPSTAIRS" 23 0.2998364
"25809" "WALKING_UPSTAIRS" 23 0.06372779
"25810" "WALKING_UPSTAIRS" 23 0.3143387
"25811" "WALKING_UPSTAIRS" 23 -0.08645703
"25812" "WALKING_UPSTAIRS" 23 0.3019975
"25813" "WALKING_UPSTAIRS" 23 -0.5566596
"25814" "WALKING_UPSTAIRS" 23 0.4753388
"25815" "WALKING_UPSTAIRS" 23 0.1894181
"25816" "WALKING_UPSTAIRS" 23 0.1450163
"25817" "WALKING_UPSTAIRS" 23 -0.2094548
"25818" "WALKING_UPSTAIRS" 23 -0.7901117
"25819" "WALKING_UPSTAIRS" 23 -0.9682391
"25820" "WALKING_UPSTAIRS" 23 -0.1717402
"25821" "WALKING_UPSTAIRS" 23 -0.4284097
"25822" "WALKING_UPSTAIRS" 23 0.5412386
"25823" "WALKING_UPSTAIRS" 23 0.1955521
"25824" "WALKING_UPSTAIRS" 23 0.6179979
"25825" "WALKING_UPSTAIRS" 23 -0.1638136
"25826" "WALKING_UPSTAIRS" 23 0.1939198
"25827" "WALKING_UPSTAIRS" 23 0.1168917
"25828" "WALKING_UPSTAIRS" 23 0.1132409
"25829" "WALKING_UPSTAIRS" 23 0.5425454
"25830" "WALKING_UPSTAIRS" 23 -0.0492304
"25831" "WALKING_UPSTAIRS" 23 0.4248305
"25832" "WALKING_UPSTAIRS" 23 0.4424762
"25833" "WALKING_UPSTAIRS" 23 -0.1032096
"25834" "WALKING_UPSTAIRS" 23 0.02660442
"25835" "WALKING_UPSTAIRS" 23 -0.657864
"25836" "WALKING_UPSTAIRS" 23 -0.4710267
"25837" "WALKING_UPSTAIRS" 23 -0.4741052
"25838" "WALKING_UPSTAIRS" 23 -0.660724
"25839" "WALKING_UPSTAIRS" 23 -0.4982697
"25840" "WALKING_UPSTAIRS" 24 1.008974
"25841" "WALKING_UPSTAIRS" 24 0.7793765
"25842" "WALKING_UPSTAIRS" 24 0.6443858
"25843" "WALKING_UPSTAIRS" 24 0.8305295
"25844" "WALKING_UPSTAIRS" 24 1.366932
"25845" "WALKING_UPSTAIRS" 24 0.981763
"25846" "WALKING_UPSTAIRS" 24 0.6924118
"25847" "WALKING_UPSTAIRS" 24 0.8398068
"25848" "WALKING_UPSTAIRS" 24 1.587542
"25849" "WALKING_UPSTAIRS" 24 0.9999862
"25850" "WALKING_UPSTAIRS" 24 0.7675137
"25851" "WALKING_UPSTAIRS" 24 0.9353703
"25852" "WALKING_UPSTAIRS" 24 0.9168257
"25853" "WALKING_UPSTAIRS" 24 1.105805
"25854" "WALKING_UPSTAIRS" 24 0.7276826
"25855" "WALKING_UPSTAIRS" 24 0.8691057
"25856" "WALKING_UPSTAIRS" 24 1.066095
"25857" "WALKING_UPSTAIRS" 24 0.8035997
"25858" "WALKING_UPSTAIRS" 24 0.809234
"25859" "WALKING_UPSTAIRS" 24 1.031962
"25860" "WALKING_UPSTAIRS" 24 0.7864211
"25861" "WALKING_UPSTAIRS" 24 0.7361871
"25862" "WALKING_UPSTAIRS" 24 0.8811184
"25863" "WALKING_UPSTAIRS" 24 1.286864
"25864" "WALKING_UPSTAIRS" 24 0.7910429
"25865" "WALKING_UPSTAIRS" 24 0.895534
"25866" "WALKING_UPSTAIRS" 24 1.409097
"25867" "WALKING_UPSTAIRS" 24 0.8486271
"25868" "WALKING_UPSTAIRS" 24 0.7155816
"25869" "WALKING_UPSTAIRS" 24 1.180778
"25870" "WALKING_UPSTAIRS" 24 1.14786
"25871" "WALKING_UPSTAIRS" 24 1.00099
"25872" "WALKING_UPSTAIRS" 24 0.943033
"25873" "WALKING_UPSTAIRS" 24 0.8990033
"25874" "WALKING_UPSTAIRS" 24 0.8559616
"25875" "WALKING_UPSTAIRS" 24 0.9301896
"25876" "WALKING_UPSTAIRS" 24 1.203252
"25877" "WALKING_UPSTAIRS" 24 1.089395
"25878" "WALKING_UPSTAIRS" 24 0.8949616
"25879" "WALKING_UPSTAIRS" 24 0.9171965
"25880" "WALKING_UPSTAIRS" 24 0.9063577
"25881" "WALKING_UPSTAIRS" 24 0.9355891
"25882" "WALKING_UPSTAIRS" 24 0.7176052
"25883" "WALKING_UPSTAIRS" 24 1.522429
"25884" "WALKING_UPSTAIRS" 24 1.052938
"25885" "WALKING_UPSTAIRS" 24 0.9389365
"25886" "WALKING_UPSTAIRS" 24 0.7824795
"25887" "WALKING_UPSTAIRS" 24 0.8746873
"25888" "WALKING_UPSTAIRS" 24 0.9274483
"25889" "WALKING_UPSTAIRS" 24 0.9484417
"25890" "WALKING_UPSTAIRS" 24 0.7429507
"25891" "WALKING_UPSTAIRS" 24 0.787625
"25892" "WALKING_UPSTAIRS" 24 0.985914
"25893" "WALKING_UPSTAIRS" 24 1.363551
"25894" "WALKING_UPSTAIRS" 24 1.06976
"25895" "WALKING_UPSTAIRS" 24 0.9265256
"25896" "WALKING_UPSTAIRS" 24 0.8213505
"25897" "WALKING_UPSTAIRS" 24 1.037668
"25898" "WALKING_UPSTAIRS" 24 0.7713622
"25899" "WALKING_UPSTAIRS" 24 -0.006676618
"25900" "WALKING_UPSTAIRS" 24 -0.2477866
"25901" "WALKING_UPSTAIRS" 24 -0.3385967
"25902" "WALKING_UPSTAIRS" 24 -0.145612
"25903" "WALKING_UPSTAIRS" 24 0.3996407
"25904" "WALKING_UPSTAIRS" 24 0.007013748
"25905" "WALKING_UPSTAIRS" 24 -0.2918414
"25906" "WALKING_UPSTAIRS" 24 -0.1410741
"25907" "WALKING_UPSTAIRS" 24 0.6173483
"25908" "WALKING_UPSTAIRS" 24 0.01191665
"25909" "WALKING_UPSTAIRS" 24 -0.2511737
"25910" "WALKING_UPSTAIRS" 24 -0.04407777
"25911" "WALKING_UPSTAIRS" 24 -0.05786502
"25912" "WALKING_UPSTAIRS" 24 0.1354647
"25913" "WALKING_UPSTAIRS" 24 -0.2304498
"25914" "WALKING_UPSTAIRS" 24 -0.1165488
"25915" "WALKING_UPSTAIRS" 24 0.08838714
"25916" "WALKING_UPSTAIRS" 24 -0.1772352
"25917" "WALKING_UPSTAIRS" 24 -0.1723953
"25918" "WALKING_UPSTAIRS" 24 0.03767803
"25919" "WALKING_UPSTAIRS" 24 -0.2237644
"25920" "WALKING_UPSTAIRS" 24 -0.2552855
"25921" "WALKING_UPSTAIRS" 24 -0.100612
"25922" "WALKING_UPSTAIRS" 24 0.3104939
"25923" "WALKING_UPSTAIRS" 24 -0.1770369
"25924" "WALKING_UPSTAIRS" 24 -0.08620064
